#{"t_start": 1771442249.43654, "env_id": "None"}
r,l,t
49.697846,60,1.255201
42.942393,45,1.278711
68.106894,60,1.308073
49.63257,60,1.338681
42.64943,42,1.362881
38.910765,33,1.377963
43.112596,41,1.396208
44.905909,60,1.421999
50.736703,60,1.449837
47.735625,60,1.475525
46.744687,49,1.49412
46.683261,60,1.518246
48.347425,53,1.538175
42.713469,60,1.560918
44.927557,46,1.578497
42.85892,60,1.600792
47.106203,60,1.625743
44.925651,47,1.644063
51.679601,60,1.66663
49.385582,60,1.689764
43.308623,45,1.707087
37.344918,32,1.718737
39.696917,35,1.731446
42.00012,40,1.746586
46.83505,60,1.768622
43.545363,60,1.79561
43.607051,60,1.820134
44.575756,44,1.836787
47.081924,60,1.86147
47.383064,60,1.883592
40.535679,36,1.899015
41.784999,39,1.913399
48.369297,51,1.93256
47.04608,60,1.956316
49.330138,60,1.980706
46.964069,60,2.005399
48.340364,52,2.026594
36.516036,31,2.039639
43.172373,46,2.057092
